casenumber,counts,location,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year,hour,minute,day,lon,lat
2018-00011645,1,1 Salmon St,2,"Assault, Simple",2018-02-02 09:54:00,JNezier,11-5-3,SIMPLE ASSAULT/BATTERY,2018,9,54,2,-71.454113,41.825028
2017-00113675,1,29 Boundary Ave,10,Larceny from Building,2017-10-29 15:07:00,DSirignano,11-41-1,LARCENY/O $1500 - FROM BLD,2017,15,7,29,-71.467341,41.8166204
2018-00011703,1,593 Eddy St,2,Disorderly Conduct,2018-02-02 12:42:17,MChasse,11-45-1,DISORDERLY CONDUCT,2018,12,42,2,-71.40937109999999,41.8116811
2017-00131425,1,1323 Broad St,12,Larceny from Motor Vehicle,2017-12-15 19:37:00,JButen,11-41-1,LARCENY/U $1500 - FROM MV,2017,19,37,15,-71.4058761,41.7904691
2017-00120813,1,71 Bradford St,11,Larceny from Motor Vehicle,2017-11-16 21:02:00,YGonzalez,11-41-1,LARCENY/O $1500 - FROM MV,2017,21,2,16,-71.42208740000002,41.8227726
2018-00019550,1,232 Medway St,2,Burglary,2018-02-24 00:51:16,DWaters,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,0,51,24,-71.3841115,41.82877120000001
2017-00133004,1,21 Parade St,12,"Larceny, Other",2017-12-20 13:30:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,13,30,20,-71.431999,41.814114000000004
2018-00022988,1,Congress Ave At Broad St,3,"Assault, Simple",2018-03-04 21:43:00,RByfield,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,21,43,4,,
2018-00011679,1,1266 Broad St,2,Larceny from Motor Vehicle,2018-02-02 11:32:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018,11,32,2,-71.40656073469391,41.7915539897959
2018-00019491,1,1 Cummingham Sq ,2,Disorderly Conduct,2018-02-23 21:58:59,WHutchinson,11-45-1,DISORDERLY CONDUCT,2018,21,58,23,,
2017-00131411,1,48 Plymouth St,12,Larceny from Motor Vehicle,2017-12-15 18:48:00,TLambert,11-41-1,LARCENY/U $1500 - FROM MV,2017,18,48,15,-71.4316038700323,41.80192666606421
2018-00011678,1,278 Thurbers Ave,2,Municipal Code Violation,2018-02-02 11:28:00,EChin,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,2018,11,28,2,-71.4107325,41.7985073
2017-00115825,1,54 Narragansett Ave,11,Larceny from Building,2017-11-03 13:20:00,TZincone,11-41-1,LARCENY/O $1500 - FROM BLD,2017,13,20,3,-71.42556295,41.79201695
2017-00136362,1,N  Main St At White St,12,Larceny from Motor Vehicle,2017-12-30 14:40:00,DWaters,11-41-1,LARCENY/U $1500 - FROM MV,2017,14,40,30,,
2018-00018949,1,48 Plainfield St,2,"Larceny, Shoplifting",2018-02-22 14:25:00,MMaycock,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,14,25,22,-71.4443499,41.8160945
2017-00120636,1,493 Hope St,11,Larceny from Motor Vehicle,2017-11-16 12:41:00,AHampton,11-41-1,LARCENY/U $1500 - FROM MV,2017,12,41,16,-71.397263,41.82579000000001
2017-00131763,1,142 Whitmarsh St,12,"Larceny, Other",2017-12-16 19:08:00,TLambert,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,19,8,16,-71.42579029999997,41.8057765
2017-00114271,1,699 Hartford Ave,10,"Larceny, Other",2017-10-30 17:37:07,YGonzalez,11-41-6,ATTEMPTED LARCENY/O $1500 - ALL OTH LARCENY,2017,17,37,30,-71.4684139,41.82094489999999
2017-00135599,1,91 Touro St,12,Larceny from Motor Vehicle,2017-12-28 10:00:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2017,10,0,28,-71.4186420269684,41.8470839010254
2018-00019334,0,335 Hartford Ave,2,Property Damage,2018-02-23 14:42:00,KMelfi,Not Used,No violations,2018,14,42,23,-71.4542975481953,41.8178387716334
2017-00123129,1,1190 N  Main St,11,"Larceny, Other",2017-11-22 19:46:00,RByfield,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,19,46,22,-71.4011996428571,41.852876857142896
2018-00030823,1,29 Salmon St,3,Disorderly Conduct,2018-03-27 18:15:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018,18,15,27,-71.454769,41.824197999999996
2017-00116921,1,325 Valley St,11,"Larceny, Other",2017-11-06 09:02:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,9,2,6,-71.4382733,41.8256525
2017-00500261,1,59 Chestnut St,11,Larceny from Motor Vehicle,2017-11-18 18:29:31,GPaolo,11-41-1,LARCENY/U $1500 - FROM MV,2017,18,29,18,-71.4128643,41.8192114
2017-00120596,1,15 Mt Vernon St,11,Motor Vehicle Theft,2017-11-16 11:21:00,Central Station,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,11,21,16,-71.4169588086685,41.8066410865026
2018-00500007,1,141 Freeman Pky,1,Vandalism,2018-01-02 09:22:59,CVieira,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,9,22,2,-71.3926005705627,41.837530969031604
2017-00102467,1,1 Sabin St,10,"Larceny, Other",2017-10-01 19:10:25,MRousseau,11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,2017,19,10,1,-71.416977,41.823503
2017-00131753,1,45 Olneyville Sq,12,"Larceny, Other",2017-12-16 18:32:00,MCifuentes,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,18,32,16,-71.44366334375,41.81663959375
2018-00030872,1,71 Clarence St,3,"Assault, Threats",2018-03-27 21:05:00,NManfredi,11-35-17,CRANK OR OBSCENE PHONE CALLS - INTIMIDATION,2018,21,5,27,-71.44605870000002,41.8109961
2017-00103311,1,100 Eaton St,10,Larceny from Motor Vehicle,2017-10-03 20:44:00,SMarmas,11-41-1,LARCENY/U $1500 - FROM MV,2017,20,44,3,-71.431168,41.84115900000001
2018-00006954,1,51 Silver Spring St,1,"Larceny, Shoplifting",2018-01-20 16:48:00,SMarmas,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,16,48,20,-71.416108,41.8455436
2018-00007070,1,65 Corinth St,1,Vandalism,2018-01-20 23:31:00,FTavares,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/DAMAGE,2018,23,31,20,-71.4128372,41.7939183
2018-00006917,1,234 Admiral St,1,Vandalism,2018-01-20 15:06:00,JSalmeron,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2018,15,6,20,-71.42416949999998,41.8443078
2018-00019246,0,158 Messer St,2,Juvenile Matter,2018-02-23 10:00:13,JDalton,Not Used,No violations,2018,10,0,23,-71.43508879999997,41.8112252
2018-00030627,1,132 Harold St,3,Warrant\Capias,2018-03-27 07:28:00,GScarcello,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018,7,28,27,-71.4389870833333,41.8304853333333
2018-00030839,1,780 Potters Ave,3,Vandalism,2018-03-27 18:44:00,TLambert,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/DAMAG,2018,18,44,27,-71.43554745,41.804129499999995
2017-00116365,1,Elmwood Ave At Longfellow St,11,Traffic Violation,2017-11-04 17:25:00,KMatsumoto,31-15-5,Overtaking on Right,2017,17,25,4,,
2018-00019325,1,217 West St,2,Vandalism,2018-02-23 13:56:00,Central Station,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,13,56,23,-71.5310534319534,41.7077904556269
2018-00023185,0,159 Sackett St,3,Juvenile Matter,2018-03-05 13:56:16,JDalton,Not Used,No violations,2018,13,56,5,-71.419292,41.794018478260895
2017-00125941,1,174 Daboll St,11,Motor Vehicle Theft,2017-11-30 19:01:00,AFrancis,11-41-1,LARCENY/U $1500 - AUTO THEFT,2017,19,1,30,-71.4264527746795,41.80403455214661
2017-00123154,1,170 Oxford St,11,Motor Vehicle Theft,2017-11-22 20:43:00,ALevesque,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,20,43,22,-71.4095889,41.80230200000001
2018-00018915,0,33 Hilarity St,2,Request for Assistance,2018-02-22 12:31:56,JKane,Not Used,No violations,2018,12,31,22,-71.4624746,41.8203876
2017-00113790,1,154 Atwells Ave,10,Larceny from Motor Vehicle,2017-10-29 21:18:00,MVittorioso,11-41-1,LARCENY/O $1500 - FROM MV,2017,21,18,29,-71.4232591,41.8231773
2018-00018868,1,170 Westminster ,2,"Fraud, Swindle",2018-02-22 10:11:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,10,11,22,-71.4113711818182,41.823722909090904
2018-00019464,1,55 Ridgeway Ave,2,Larceny from Building,2018-02-23 20:05:00,CCastagliuolo,11-41-1,LARCENY/U $1500 - FROM BLD,2018,20,5,23,-71.4593304,41.82855170000001
2018-00019464,1,55 Ridgeway Ave,2,Larceny from Building,2018-02-23 20:05:00,CCastagliuolo,11-41-1,LARCENY/U $1500 - FROM BLD,2018,20,5,23,-71.4593304,41.82855170000001
2018-00019464,1,55 Ridgeway Ave,2,Larceny from Building,2018-02-23 20:05:00,CCastagliuolo,11-41-1,LARCENY/U $1500 - FROM BLD,2018,20,5,23,-71.4593304,41.82855170000001
2018-00019464,1,55 Ridgeway Ave,2,Larceny from Building,2018-02-23 20:05:00,CCastagliuolo,11-41-1,LARCENY/U $1500 - FROM BLD,2018,20,5,23,-71.4593304,41.82855170000001
2018-00023103,1,1 Kennedy Plz,3,"Assault, Simple",2018-03-05 09:41:00,RChin,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,9,41,5,-71.4120448,41.82461470000001
2017-00110326,1,Elmwood Ave At Potters Ave,10,"Larceny, Other",2017-10-21 07:42:00,LFernandez,11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,2017,7,42,21,,
2017-00134419,1,121 Spruce St,12,Larceny from Motor Vehicle,2017-12-24 13:04:33,MMaycock,11-41-1,LARCENY/U $1500 - FROM MV,2017,13,4,24,-71.4278573,41.8245343
2017-00102826,1,52 Fairmount Ave,10,Motor Vehicle Theft,2017-10-02 17:13:00,SFernandez,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,17,13,2,-71.44939661839129,41.826306068282
2017-00125272,1,999 Narragansett Blvd,11,Larceny from Motor Vehicle,2017-11-29 07:11:55,JBento,11-41-1,LARCENY/O $1500 - FROM MV,2017,7,11,29,-71.3955102,41.7866454
2017-00500269,1,100 Chester Ave,11,Larceny from Motor Vehicle,2017-11-19 12:00:39,PPotter,11-41-1,LARCENY/U $1500 - FROM MV,2017,12,0,19,-71.4174311,41.806664700000006
2018-00011806,1,131 Webster Ave,2,"Larceny, Shoplifting",2018-02-02 17:08:00,GSion,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,17,8,2,-71.4504429,41.8122864
2017-00119198,1,21 Lewis St,11,Larceny from Motor Vehicle,2017-11-12 11:07:48,WMann,11-41-1,LARCENY/O $1500 - FROM MV,2017,11,7,12,-71.39610340000002,41.8447867
2017-00106120,1,20 Kelley St,10,Larceny from Building,2017-10-10 18:31:00,JFonseca,11-41-1,LARCENY/O $1500 - FROM BLD,2017,18,31,10,,
2017-00114995,1,205 Washington Ave,11,Larceny from Motor Vehicle,2017-11-01 11:24:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2017,11,24,1,-71.3975304,41.7880665
2017-00136320,1,200 Butler Ave,12,Larceny from Building,2017-12-30 12:03:00,Central Station,11-41-1,LARCENY/U $1500 - FROM BLD,2017,12,3,30,-71.37811640000002,41.8321455
2017-00114049,1,80 Medway St,10,Larceny from Motor Vehicle,2017-10-30 09:55:16,DHull,11-41-1,LARCENY/O $1500 - FROM MV,2017,9,55,30,-71.389463649256,41.8292545055445
2017-00124282,1,35 Burnside St,11,Larceny from Motor Vehicle,2017-11-26 07:47:03,MChasse,11-41-1,LARCENY/O $1500 - FROM MV,2017,7,47,26,-71.4125098,41.8049285
2017-00120226,1,1 Dorrance Plz,11,"Larceny, Other",2017-11-15 12:24:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,12,24,15,,
2018-00030786,1,Charlesfield St At Benefit St,3,Traffic Violation,2018-03-27 17:01:00,NField,31-8-3,Improper Use of Evidence of Registration or Certificate,2018,17,1,27,,
2018-00000580,1,109 Roosevelt St,1,"Larceny, Other",2018-01-02 17:12:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,17,12,2,-71.44816390000003,41.8118673
2018-00500146,1,325 Douglas Ave,2,"Fraud, Swindle",2018-02-02 16:14:31,SComella,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,16,14,2,-71.42606020000002,41.839662
2018-00011718,2,50 Prairie Ave,2,"Assault, Simple",2018-02-02 13:31:00,MChasse,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,13,31,2,-71.4150651177493,41.8131107577046
2018-00023403,1,1 Sabin St,3,"Assault, Simple",2018-03-06 02:32:00,AGroot,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,2,32,6,-71.416977,41.823503
2018-00011479,1,49 Grape St,2,"Assault, Simple",2018-02-01 18:54:00,KRichards,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,18,54,1,-71.4301135,41.8459024
2017-00112962,1,Federal St At Depasquale Ave,10,Larceny from Motor Vehicle,2017-10-28 00:05:00,NCruz,11-41-1,LARCENY/O $1500 - FROM MV,2017,0,5,28,,
2017-00105900,1,416 W  Fountain St,10,Larceny from Motor Vehicle,2017-10-10 09:03:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2017,9,3,10,-71.4238292152217,41.8185853786306
2017-00119581,1,5 Imera Ave,11,Larceny from Building,2017-11-13 15:23:38,JSalmeron,11-41-1,LARCENY/O $1500 - FROM BLD,2017,15,23,13,-71.45579029999998,41.8289078
2017-00117604,1,111 Unit St,11,Larceny from Motor Vehicle,2017-11-08 05:55:43,SRomano,11-41-1,LARCENY/O $1500 - FROM MV,2017,5,55,8,-71.45442609999998,41.82842520000001
2017-00112383,1,3Rd St At N Main St,10,"Larceny, Other",2017-10-26 16:59:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,16,59,26,,
2017-00102757,1,711 Branch Ave,10,"Larceny, Other",2017-10-02 14:34:38,JDoucette,11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,2017,14,34,2,-71.4285784,41.8542571
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00120408,1,333 Atwells Ave,11,Larceny from Motor Vehicle,2017-11-15 19:48:29,BBoudreau,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2017,19,48,15,-71.4287392,41.824112
2017-00124162,1,127 Tell St,11,Larceny from Motor Vehicle,2017-11-25 23:05:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2017,23,5,25,-71.4346382,41.8215964
2017-00132014,1,370 Sharon St,12,"Larceny, Other",2017-12-17 13:16:00,RKessler,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,13,16,17,-71.443064,41.84600800000001
2018-00011656,0,674 Prairie Ave,2,Juvenile Matter,2018-02-02 10:30:54,EChin,Not Used,No violations,2018,10,30,2,-71.4103178489799,41.7952871602169
2018-00019403,1,850 Manton Ave,2,Forgery,2018-02-23 17:29:00,RCarlin,11-17-1,FORGERY AND COUNTERFEITING IN GENERAL,2018,17,29,23,-71.4655594725393,41.8332507192951
2018-00030829,1,215 Atwells Ave,3,Traffic Violation,2018-03-27 18:25:00,JLanier,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,18,25,27,-71.4251166,41.823824
2017-00103024,1,214 Howell St,10,Motor Vehicle Theft,2017-10-03 08:34:00,WMann,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,8,34,3,-71.40143,41.838096500000006
2018-00023385,1,Weybossett St At Greene St ,3,Traffic Violation,2018-03-06 01:13:00,RCriner,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,1,13,6,,
2017-00125395,1,51 Silver Spring St,11,Larceny from Motor Vehicle,2017-11-29 13:11:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2017,13,11,29,-71.416108,41.8455436
2017-00121621,1,199 N  Main St,11,Larceny from Motor Vehicle,2017-11-19 00:03:00,ASchneider,11-41-1,LARCENY/O $1500 - FROM MV,2017,0,3,19,-71.40998625,41.82998325
2018-00011663,1,34 Home Ave,2,Drug Offenses,2018-02-02 10:55:00,EGreene,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,10,55,2,-71.4454458,41.8335353
2017-00124679,1,16 Gallatin St,11,Larceny from Motor Vehicle,2017-11-27 14:07:00,ITavarez,11-41-1,LARCENY/U $1500 - FROM MV,2017,14,7,27,-71.414043376587,41.796953185361
2018-00011622,1,89 America St,2,"Larceny, Other",2018-02-02 08:13:48,JDalton,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,8,13,2,-71.42718609999999,41.8211727
2017-00119768,1,150 Beaufort St,11,Larceny from Motor Vehicle,2017-11-14 06:26:15,SRomano,11-41-1,LARCENY/O $1500 - FROM MV,2017,6,26,14,-71.45049386405249,41.830248373850296
2017-00103822,1,861 Broad St,10,Larceny from Building,2017-10-05 06:28:00,Central Station,11-41-1,LARCENY/O $1500 - FROM BLD,2017,6,28,5,-71.405884,41.791031
2017-00129482,1,51 Silver Spring St,12,Larceny from Motor Vehicle,2017-12-10 13:21:15,MTella,11-41-1,LARCENY/O $1500 - FROM MV,2017,13,21,10,-71.416108,41.8455436
2017-00106108,1,34 Milk St,10,Larceny from Building,2017-10-10 18:09:00,SCampbell,11-41-1,LARCENY/U $1500 - FROM BLD,2017,18,9,10,-71.4146179,41.8066874
2018-00011872,1,100 Fillmore St,2,"Assault, Simple",2018-02-02 20:03:00,AGonzalez,11-5-3,SIMPLE ASSAULT/BATTERY,2018,20,3,2,-71.4211719836467,41.8389651296509
2018-00011895,0,South Main Streetatmoney Street ,2,Article Found,2018-02-02 21:38:00,Central Station,Not Used,No violations,2018,21,38,2,,
2018-00011789,1,Pocasset Ave At Bancroft St,2,Receiving Stolen Property,2018-02-02 16:11:00,KMelfi,11-41-2,RECEIVING STOLEN GOODS-MISDEMEANOR,2018,16,11,2,,
2018-00011663,1,34 Home Ave,2,Weapons,2018-02-02 10:55:00,EGreene,11-47-8-C,POSSESSION OF FA COMMIT CTRL SUB VIOL,2018,10,55,2,-71.4454458,41.8335353
2018-00011897,1,850 Manton Ave,2,Warrant\Capias,2018-02-02 21:45:00,YGonzalez,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,21,45,2,-71.4655594725393,41.8332507192951
2017-00128385,2,Chalkstone Ave At Raymond St,12,"Larceny, Other",2017-12-07 13:07:00,JIannucci,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,13,7,7,,
2018-00019499,1,158 Superior St,2,Larceny from Motor Vehicle,2018-02-23 22:47:00,NCruz,11-41-1,LARCENY/U $1500 - FROM MV,2018,22,47,23,-71.4339819,41.8107152
2017-00500054,1,60 Broad St,10,"Larceny, Other",2017-10-02 19:08:20,SPartridge,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,19,8,2,-71.41488199999998,41.8188895
2017-00131464,1,80 Vandewater St,12,"Larceny, Other",2017-12-15 21:22:00,AMoore,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,21,22,15,-71.4309338,41.8515176
2018-00019346,1,9 Mt Pleasant Ave,2,Larceny from Building,2018-02-23 15:13:00,CCastagliuolo,11-41-1,LARCENY/O $1500 - FROM BLD,2018,15,13,23,-71.44849774539479,41.825354760674
2018-00022586,1,N  Main St At Bowen St,3,Larceny from Motor Vehicle,2018-03-03 21:53:00,JSherman,11-41-1,LARCENY/U $1500 - FROM MV,2018,21,53,3,,
2017-00120169,1,400 Silver Spring St,11,Motor Vehicle Theft,2017-11-15 08:45:07,MTella,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,8,45,15,-71.410912,41.856407
2018-00030781,1,925 Eddy St,3,Warrant\Capias,2018-03-27 16:50:00,DSirignano,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,16,50,27,-71.4063759375,41.802420500000004
2017-00118358,1,93 Huron St,11,Larceny from Motor Vehicle,2017-11-10 07:04:00,BMuldoon,11-41-1,LARCENY/U $1500 - FROM MV,2017,7,4,10,-71.440946,41.8275859375
2017-00500345,1,1 W  Exchange St,12,"Larceny, Other",2017-12-04 11:34:48,SPartridge,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,11,34,4,-71.4159748138468,41.82519985
2018-00030311,1,24 Concannon St,3,Burglary,2018-03-26 11:16:00,MMoonan,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,11,16,26,-71.4360733,41.8534301
